Nome;Exercício 1;Exercício 2;Exercício 3;Exercício 4;Exercício 5;Nota Final;Situação
Aluno_515;15;19;10;12;12;13.6;Aprovado
Aluno_516;6;15;11;2;9;8.6;Reprovado
Aluno_517;12;14;8;20;18;14.4;Aprovado
Aluno_518;20;16;1;13;7;11.4;Aprovado
Aluno_519;9;7;7;20;17;12.0;Aprovado
Aluno_520;6;11;10;9;2;7.6;Reprovado
Aluno_521;13;20;20;15;16;16.8;Aprovado
Aluno_522;4;9;3;6;7;5.8;Reprovado
Aluno_523;2;14;9;3;9;7.4;Reprovado
Aluno_524;10;8;20;19;1;11.6;Aprovado
Aluno_525;10;1;19;10;11;10.2;Aprovado
Aluno_526;17;4;15;15;5;11.2;Aprovado
Aluno_527;14;5;7;19;1;9.2;Reprovado
Aluno_528;11;6;3;3;20;8.6;Reprovado
Aluno_529;8;20;9;16;2;11.0;Aprovado
Aluno_530;9;0;11;12;16;9.6;Aprovado
Aluno_531;11;6;13;10;6;9.2;Reprovado
Aluno_532;16;19;15;2;20;14.4;Aprovado
Aluno_533;5;11;17;8;4;9.0;Reprovado
Aluno_534;6;15;20;5;0;9.2;Reprovado
Aluno_535;13;15;20;20;7;15.0;Aprovado
Aluno_536;12;10;11;10;11;10.8;Aprovado
Aluno_537;7;20;17;15;13;14.4;Aprovado
Aluno_538;9;3;6;18;15;10.2;Aprovado
Aluno_539;8;12;19;4;9;10.4;Aprovado
Aluno_540;17;6;6;13;14;11.2;Aprovado
Aluno_541;1;3;8;16;20;9.6;Aprovado
Aluno_542;4;14;0;2;14;6.8;Reprovado
Aluno_543;4;18;5;3;9;7.8;Reprovado
Aluno_544;5;8;5;15;20;10.6;Aprovado
Aluno_545;18;10;11;15;6;12.0;Aprovado
Aluno_546;7;7;11;20;2;9.4;Reprovado
Aluno_547;15;0;9;3;1;5.6;Reprovado
Aluno_548;12;7;5;18;5;9.4;Reprovado
Aluno_549;0;12;16;16;20;12.8;Aprovado
Aluno_550;19;3;18;12;8;12.0;Aprovado
Aluno_551;16;7;17;0;9;9.8;Aprovado
Aluno_552;6;2;5;11;3;5.4;Reprovado
Aluno_553;12;8;18;3;2;8.6;Reprovado
Aluno_554;3;1;9;10;8;6.2;Reprovado
Aluno_555;3;1;7;4;16;6.2;Reprovado
Aluno_556;5;12;20;1;13;10.2;Aprovado
Aluno_557;18;14;5;16;9;12.4;Aprovado
Aluno_558;11;11;20;7;12;12.2;Aprovado
Aluno_559;6;3;6;5;11;6.2;Reprovado
Aluno_560;9;7;0;20;0;7.2;Reprovado
Aluno_561;18;8;17;8;18;13.8;Aprovado
Aluno_562;6;4;19;12;18;11.8;Aprovado
Aluno_563;2;19;11;10;5;9.4;Reprovado
Aluno_564;12;17;15;15;12;14.2;Aprovado
Aluno_565;12;10;9;15;18;12.8;Aprovado
Aluno_566;17;14;9;1;12;10.6;Aprovado
Aluno_567;19;8;13;9;20;13.8;Aprovado
Aluno_568;7;16;19;11;3;11.2;Aprovado
Aluno_569;8;11;9;7;1;7.2;Reprovado
Aluno_570;6;6;9;10;14;9.0;Reprovado
Aluno_571;0;9;10;9;11;7.8;Reprovado
Aluno_572;2;9;1;12;6;6.0;Reprovado
Aluno_573;12;12;19;16;19;15.6;Aprovado
Aluno_574;16;18;7;6;17;12.8;Aprovado
Aluno_575;0;10;6;2;12;6.0;Reprovado
Aluno_576;5;12;7;19;16;11.8;Aprovado
Aluno_577;20;20;0;12;3;11.0;Aprovado
Aluno_578;5;7;20;18;13;12.6;Aprovado
Aluno_579;11;7;1;6;19;8.8;Reprovado
Aluno_580;12;3;17;8;12;10.4;Aprovado
Aluno_581;12;14;14;18;2;12.0;Aprovado
Aluno_582;14;10;0;12;17;10.6;Aprovado
Aluno_583;20;10;4;7;13;10.8;Aprovado
Aluno_584;15;0;1;17;14;9.4;Reprovado
Aluno_585;20;16;19;1;2;11.6;Aprovado
Aluno_586;10;14;2;17;0;8.6;Reprovado
Aluno_587;4;19;18;17;16;14.8;Aprovado
Aluno_588;3;5;17;10;2;7.4;Reprovado
Aluno_589;2;14;17;0;13;9.2;Reprovado
Aluno_590;18;8;13;13;2;10.8;Aprovado
Aluno_591;19;13;7;15;12;13.2;Aprovado
Aluno_592;17;17;11;10;14;13.8;Aprovado
Aluno_593;14;16;20;0;17;13.4;Aprovado
Aluno_594;8;17;9;6;13;10.6;Aprovado
Aluno_595;16;4;19;15;20;14.8;Aprovado
Aluno_596;13;19;16;13;2;12.6;Aprovado
Aluno_597;14;19;10;14;18;15.0;Aprovado
Aluno_598;0;8;1;13;7;5.8;Reprovado
Aluno_599;20;10;3;20;3;11.2;Aprovado
Aluno_600;2;0;0;10;3;3.0;Reprovado
Aluno_601;15;17;14;15;18;15.8;Aprovado
Aluno_602;10;5;12;18;10;11.0;Aprovado
Aluno_603;11;1;7;16;0;7.0;Reprovado
Aluno_604;9;14;3;5;7;7.6;Reprovado
Aluno_605;15;20;9;10;14;13.6;Aprovado
Aluno_606;7;13;18;16;0;10.8;Aprovado
Aluno_607;5;4;17;8;6;8.0;Reprovado
Aluno_608;11;5;4;17;20;11.4;Aprovado
Aluno_609;20;5;18;16;19;15.6;Aprovado
Aluno_610;7;17;15;11;19;13.8;Aprovado
Aluno_611;3;13;0;4;10;6.0;Reprovado
Aluno_612;7;9;11;10;13;10.0;Aprovado
Aluno_613;17;13;1;3;15;9.8;Aprovado
Aluno_614;4;12;20;3;13;10.4;Aprovado
Aluno_615;8;2;7;2;11;6.0;Reprovado
Aluno_616;3;5;17;16;16;11.4;Aprovado
Aluno_617;16;7;15;6;13;11.4;Aprovado
Aluno_618;8;11;4;3;9;7.0;Reprovado
Aluno_619;0;12;12;12;13;9.8;Aprovado
Aluno_620;20;10;18;11;17;15.2;Aprovado
Aluno_621;19;11;2;0;8;8.0;Reprovado
Aluno_622;12;0;7;20;16;11.0;Aprovado
Aluno_623;15;16;11;18;5;13.0;Aprovado
Aluno_624;12;15;1;20;7;11.0;Aprovado
Aluno_625;13;10;10;19;12;12.8;Aprovado
Aluno_626;2;12;11;17;17;11.8;Aprovado
Aluno_627;5;17;17;10;4;10.6;Aprovado
Aluno_628;17;10;12;19;5;12.6;Aprovado
Aluno_629;18;11;4;2;20;11.0;Aprovado
Aluno_630;4;5;11;16;18;10.8;Aprovado
Aluno_631;14;8;1;11;3;7.4;Reprovado
Aluno_632;1;15;4;9;6;7.0;Reprovado
Aluno_633;9;3;6;7;3;5.6;Reprovado
Aluno_634;17;2;11;14;10;10.8;Aprovado
Aluno_635;12;15;15;4;11;11.4;Aprovado
Aluno_636;4;11;7;3;13;7.6;Reprovado
Aluno_637;0;10;8;20;12;10.0;Aprovado
Aluno_638;0;4;14;19;9;9.2;Reprovado
Aluno_639;17;17;4;18;17;14.6;Aprovado
Aluno_640;14;18;12;20;15;15.8;Aprovado
Aluno_641;16;5;4;3;4;6.4;Reprovado
Aluno_642;10;17;10;14;7;11.6;Aprovado
Aluno_643;20;5;9;16;13;12.6;Aprovado
Aluno_644;16;3;19;11;4;10.6;Aprovado
Aluno_645;12;11;12;2;7;8.8;Reprovado
Aluno_646;0;18;8;9;5;8.0;Reprovado
Aluno_647;1;1;20;14;15;10.2;Aprovado
Aluno_648;8;16;13;9;3;9.8;Aprovado
Aluno_649;2;10;17;17;11;11.4;Aprovado
Aluno_650;0;10;14;0;10;6.8;Reprovado
Aluno_651;20;20;9;2;2;10.6;Aprovado
Aluno_652;15;15;6;20;11;13.4;Aprovado
Aluno_653;5;1;7;11;4;5.6;Reprovado
Aluno_654;16;1;2;0;5;4.8;Reprovado
Aluno_655;4;7;14;2;18;9.0;Reprovado
Aluno_656;4;12;15;2;17;10.0;Aprovado
Aluno_657;5;9;3;4;15;7.2;Reprovado
Aluno_658;2;7;20;18;10;11.4;Aprovado
Aluno_659;20;3;5;0;4;6.4;Reprovado
Aluno_660;4;14;0;3;8;5.8;Reprovado
Aluno_661;20;0;3;3;2;5.6;Reprovado
Aluno_662;4;10;10;16;7;9.4;Reprovado
Aluno_663;9;6;11;13;5;8.8;Reprovado
Aluno_664;9;16;4;17;3;9.8;Aprovado
Aluno_665;18;19;20;0;11;13.6;Aprovado
Aluno_666;16;17;15;15;11;14.8;Aprovado
Aluno_667;20;11;12;2;20;13.0;Aprovado
Aluno_668;13;8;12;20;15;13.6;Aprovado
Aluno_669;8;4;16;8;9;9.0;Reprovado
Aluno_670;13;9;6;3;13;8.8;Reprovado
Aluno_671;0;3;7;20;12;8.4;Reprovado
Aluno_672;18;4;12;4;8;9.2;Reprovado
Aluno_673;12;9;15;10;6;10.4;Aprovado
Aluno_674;12;10;3;20;11;11.2;Aprovado
Aluno_675;3;20;7;8;4;8.4;Reprovado
Aluno_676;0;9;15;2;17;8.6;Reprovado
Aluno_677;16;7;20;5;3;10.2;Aprovado
Aluno_678;7;1;9;10;1;5.6;Reprovado
Aluno_679;1;7;11;8;2;5.8;Reprovado
Aluno_680;7;15;11;14;11;11.6;Aprovado
Aluno_681;6;4;4;2;2;3.6;Reprovado
Aluno_682;1;2;15;0;3;4.2;Reprovado
Aluno_683;2;11;0;19;5;7.4;Reprovado
Aluno_684;17;12;8;18;11;13.2;Aprovado
Aluno_685;11;12;11;13;18;13.0;Aprovado
Aluno_686;0;9;4;16;9;7.6;Reprovado
Aluno_687;11;3;19;13;0;9.2;Reprovado
Aluno_688;4;8;2;16;16;9.2;Reprovado
Aluno_689;16;1;4;13;15;9.8;Aprovado
Aluno_690;15;18;1;11;8;10.6;Aprovado
Aluno_691;14;0;13;15;20;12.4;Aprovado
Aluno_692;14;6;1;0;8;5.8;Reprovado
Aluno_693;4;16;12;12;8;10.4;Aprovado
Aluno_694;20;2;6;5;11;8.8;Reprovado
Aluno_695;13;19;9;16;8;13.0;Aprovado
Aluno_696;1;19;12;11;14;11.4;Aprovado
Aluno_697;10;20;15;18;1;12.8;Aprovado
Aluno_698;18;2;13;5;10;9.6;Aprovado
Aluno_699;6;2;10;6;10;6.8;Reprovado
Aluno_700;5;16;9;0;7;7.4;Reprovado
Aluno_701;1;6;5;0;5;3.4;Reprovado
Aluno_702;5;13;3;4;20;9.0;Reprovado
Aluno_703;17;16;20;5;19;15.4;Aprovado
Aluno_704;1;17;0;15;6;7.8;Reprovado
Aluno_705;17;12;6;15;2;10.4;Aprovado
Aluno_706;14;19;8;13;7;12.2;Aprovado
Aluno_707;18;19;7;0;17;12.2;Aprovado
Aluno_708;1;20;4;12;16;10.6;Aprovado
Aluno_709;19;17;18;19;10;16.6;Aprovado
Aluno_710;5;3;9;9;1;5.4;Reprovado
Aluno_711;0;0;10;9;20;7.8;Reprovado
Aluno_712;14;17;14;8;18;14.2;Aprovado
Aluno_713;9;0;5;12;6;6.4;Reprovado
Aluno_714;18;12;14;2;17;12.6;Aprovado
Aluno_715;16;19;4;17;7;12.6;Aprovado
Aluno_716;4;19;18;19;13;14.6;Aprovado
Aluno_717;3;9;18;1;6;7.4;Reprovado
Aluno_718;9;10;9;16;20;12.8;Aprovado
Aluno_719;16;8;11;18;3;11.2;Aprovado
Aluno_720;9;8;3;12;16;9.6;Aprovado
Aluno_721;16;4;17;12;4;10.6;Aprovado
Aluno_722;19;0;15;0;11;9.0;Reprovado
Aluno_723;4;16;7;1;8;7.2;Reprovado
Aluno_724;1;1;3;0;19;4.8;Reprovado
Aluno_725;5;12;11;4;12;8.8;Reprovado
Aluno_726;20;8;1;2;17;9.6;Aprovado
Aluno_727;1;3;3;6;19;6.4;Reprovado
Aluno_728;12;4;4;12;8;8.0;Reprovado
Aluno_729;10;10;2;17;3;8.4;Reprovado
Aluno_730;10;18;8;20;20;15.2;Aprovado
Aluno_731;15;20;20;6;7;13.6;Aprovado
Aluno_732;10;2;17;0;0;5.8;Reprovado
Aluno_733;18;11;10;4;16;11.8;Aprovado
Aluno_734;14;18;2;16;8;11.6;Aprovado
Aluno_735;15;18;1;7;19;12.0;Aprovado
Aluno_736;10;12;8;14;12;11.2;Aprovado
Aluno_737;15;6;13;19;1;10.8;Aprovado
Aluno_738;7;14;3;3;12;7.8;Reprovado
Aluno_739;3;6;8;1;8;5.2;Reprovado
Aluno_740;7;7;12;4;19;9.8;Aprovado
Aluno_741;3;4;17;0;5;5.8;Reprovado
Aluno_742;2;20;14;4;0;8.0;Reprovado
Aluno_743;2;13;9;5;4;6.6;Reprovado
Aluno_744;17;3;15;1;2;7.6;Reprovado
Aluno_745;18;9;11;0;3;8.2;Reprovado
Aluno_746;18;19;19;3;0;11.8;Aprovado
Aluno_747;20;14;4;6;13;11.4;Aprovado
Aluno_748;4;17;1;0;8;6.0;Reprovado
Aluno_749;17;19;9;0;3;9.6;Aprovado
Aluno_750;9;12;0;7;17;9.0;Reprovado
Aluno_751;20;7;6;19;13;13.0;Aprovado
Aluno_752;5;8;16;15;3;9.4;Reprovado
Aluno_753;0;15;15;20;9;11.8;Aprovado
Aluno_754;4;18;2;12;2;7.6;Reprovado
Aluno_755;8;15;13;17;6;11.8;Aprovado
Aluno_756;11;6;9;19;9;10.8;Aprovado
Aluno_757;13;13;6;9;12;10.6;Aprovado
Aluno_758;1;13;16;11;3;8.8;Reprovado
Aluno_759;16;3;5;0;17;8.2;Reprovado
Aluno_760;13;14;3;9;10;9.8;Aprovado
Aluno_761;12;2;16;8;3;8.2;Reprovado
Aluno_762;8;4;8;2;13;7.0;Reprovado
Aluno_763;14;0;3;18;17;10.4;Aprovado
Aluno_764;14;2;6;8;7;7.4;Reprovado
Aluno_765;10;14;1;9;9;8.6;Reprovado
Aluno_766;15;7;16;18;4;12.0;Aprovado
Aluno_767;16;3;7;15;6;9.4;Reprovado
Aluno_768;3;1;14;17;11;9.2;Reprovado
Aluno_769;0;9;14;13;2;7.6;Reprovado
Aluno_770;7;3;7;2;3;4.4;Reprovado
Aluno_771;16;2;15;1;9;8.6;Reprovado
Aluno_772;2;1;18;0;3;4.8;Reprovado
Aluno_773;19;16;10;17;14;15.2;Aprovado
Aluno_774;14;20;1;8;9;10.4;Aprovado
Aluno_775;14;19;16;12;20;16.2;Aprovado
Aluno_776;13;12;15;1;15;11.2;Aprovado
Aluno_777;13;4;14;6;14;10.2;Aprovado
Aluno_778;1;20;12;15;18;13.2;Aprovado
Aluno_779;12;8;14;20;19;14.6;Aprovado
Aluno_780;13;5;3;18;18;11.4;Aprovado
Aluno_781;18;4;15;14;17;13.6;Aprovado
Aluno_782;6;9;11;10;11;9.4;Reprovado
Aluno_783;2;7;3;0;15;5.4;Reprovado
Aluno_784;14;6;2;20;0;8.4;Reprovado
Aluno_785;13;6;16;6;15;11.2;Aprovado
Aluno_786;10;5;17;19;1;10.4;Aprovado
Aluno_787;14;20;17;7;14;14.4;Aprovado
Aluno_788;12;19;16;9;6;12.4;Aprovado
Aluno_789;17;2;11;4;0;6.8;Reprovado
Aluno_790;5;18;20;8;4;11.0;Aprovado
Aluno_791;2;14;3;0;9;5.6;Reprovado
Aluno_792;18;3;11;1;20;10.6;Aprovado
Aluno_793;14;11;20;18;3;13.2;Aprovado
Aluno_794;4;5;19;13;13;10.8;Aprovado
Aluno_795;9;18;14;19;12;14.4;Aprovado
Aluno_796;6;3;15;9;0;6.6;Reprovado
Aluno_797;16;14;4;8;15;11.4;Aprovado
Aluno_798;6;8;20;9;8;10.2;Aprovado
Aluno_799;11;4;14;5;15;9.8;Aprovado
Aluno_800;16;12;16;16;18;15.6;Aprovado
Aluno_801;12;17;17;5;14;13.0;Aprovado
Aluno_802;19;4;4;3;13;8.6;Reprovado
Aluno_803;3;15;12;19;19;13.6;Aprovado
Aluno_804;9;18;18;2;9;11.2;Aprovado
Aluno_805;2;13;12;18;20;13.0;Aprovado
Aluno_806;8;15;17;17;11;13.6;Aprovado
Aluno_807;12;14;13;3;0;8.4;Reprovado
Aluno_808;17;3;3;7;20;10.0;Aprovado
Aluno_809;14;6;3;16;16;11.0;Aprovado
Aluno_810;3;15;19;4;8;9.8;Aprovado
Aluno_811;14;20;19;12;18;16.6;Aprovado
Aluno_812;1;20;18;0;17;11.2;Aprovado
Aluno_813;14;7;12;12;6;10.2;Aprovado
Aluno_814;7;16;11;3;8;9.0;Reprovado
Aluno_815;7;15;6;13;20;12.2;Aprovado
Aluno_816;16;9;11;2;11;9.8;Aprovado
Aluno_817;11;9;20;4;6;10.0;Aprovado
Aluno_818;18;1;3;6;13;8.2;Reprovado
Aluno_819;9;8;1;0;14;6.4;Reprovado
Aluno_820;8;16;1;11;14;10.0;Aprovado
Aluno_821;4;10;4;10;5;6.6;Reprovado
Aluno_822;5;9;9;7;20;10.0;Aprovado
Aluno_823;19;16;9;5;13;12.4;Aprovado
Aluno_824;1;3;8;1;1;2.8;Reprovado
Aluno_825;12;15;12;18;7;12.8;Aprovado
Aluno_826;5;19;6;19;12;12.2;Aprovado
Aluno_827;4;14;4;19;5;9.2;Reprovado
Aluno_828;0;20;9;13;4;9.2;Reprovado
Aluno_829;20;4;9;0;4;7.4;Reprovado
Aluno_830;20;5;5;9;0;7.8;Reprovado
Aluno_831;5;16;18;15;8;12.4;Aprovado
Aluno_832;5;0;20;3;5;6.6;Reprovado
Aluno_833;15;18;7;10;19;13.8;Aprovado
Aluno_834;3;3;0;15;6;5.4;Reprovado
Aluno_835;10;16;16;19;8;13.8;Aprovado
Aluno_836;8;8;6;0;4;5.2;Reprovado
Aluno_837;2;1;13;15;13;8.8;Reprovado
Aluno_838;18;7;20;18;4;13.4;Aprovado
Aluno_839;7;14;20;20;7;13.6;Aprovado
Aluno_840;4;6;16;8;6;8.0;Reprovado
Aluno_841;3;5;8;8;12;7.2;Reprovado
Aluno_842;5;0;16;8;12;8.2;Reprovado
Aluno_843;1;14;4;16;7;8.4;Reprovado
Aluno_844;19;6;19;11;10;13.0;Aprovado
Aluno_845;10;16;7;12;17;12.4;Aprovado
Aluno_846;3;1;5;7;18;6.8;Reprovado
Aluno_847;14;8;10;15;5;10.4;Aprovado
Aluno_848;5;8;18;17;1;9.8;Aprovado
Aluno_849;16;12;3;0;12;8.6;Reprovado
Aluno_850;5;5;17;0;10;7.4;Reprovado
Aluno_851;18;5;0;11;0;6.8;Reprovado
Aluno_852;1;19;12;5;1;7.6;Reprovado
Aluno_853;14;19;13;8;16;14.0;Aprovado
Aluno_854;10;20;0;4;7;8.2;Reprovado
Aluno_855;7;2;10;15;1;7.0;Reprovado
Aluno_856;18;16;16;17;5;14.4;Aprovado
Aluno_857;12;16;3;16;4;10.2;Aprovado
Aluno_858;11;11;11;17;15;13.0;Aprovado
Aluno_859;4;15;9;0;7;7.0;Reprovado
Aluno_860;5;14;5;18;18;12.0;Aprovado
Aluno_861;3;12;0;7;15;7.4;Reprovado
Aluno_862;18;0;6;2;12;7.6;Reprovado
Aluno_863;19;16;20;4;19;15.6;Aprovado
Aluno_864;0;2;15;7;6;6.0;Reprovado
Aluno_865;19;14;13;18;15;15.8;Aprovado
Aluno_866;16;3;19;17;15;14.0;Aprovado
Aluno_867;11;3;19;17;11;12.2;Aprovado
Aluno_868;14;17;5;20;13;13.8;Aprovado
Aluno_869;0;16;4;0;17;7.4;Reprovado
Aluno_870;13;18;20;14;17;16.4;Aprovado
Aluno_871;5;10;17;17;15;12.8;Aprovado
Aluno_872;4;19;14;6;19;12.4;Aprovado
Aluno_873;10;2;5;15;15;9.4;Reprovado
Aluno_874;3;7;18;15;12;11.0;Aprovado
Aluno_875;12;13;0;14;8;9.4;Reprovado
Aluno_876;10;0;0;5;8;4.6;Reprovado
Aluno_877;2;13;12;8;12;9.4;Reprovado
Aluno_878;0;1;2;6;3;2.4;Reprovado
Aluno_879;5;3;9;13;8;7.6;Reprovado
Aluno_880;17;18;20;10;14;15.8;Aprovado
Aluno_881;9;5;2;20;13;9.8;Aprovado
Aluno_882;4;0;8;15;18;9.0;Reprovado
Aluno_883;9;16;7;5;11;9.6;Aprovado
Aluno_884;11;7;2;15;20;11.0;Aprovado
Aluno_885;1;18;12;19;5;11.0;Aprovado
Aluno_886;12;20;5;15;2;10.8;Aprovado
Aluno_887;7;0;12;11;19;9.8;Aprovado
Aluno_888;1;4;19;16;15;11.0;Aprovado
Aluno_889;19;15;19;4;19;15.2;Aprovado
Aluno_890;0;5;11;12;16;8.8;Reprovado
Aluno_891;4;7;12;7;15;9.0;Reprovado
Aluno_892;8;12;1;4;5;6.0;Reprovado
Aluno_893;16;15;20;11;7;13.8;Aprovado
Aluno_894;8;2;15;8;18;10.2;Aprovado
Aluno_895;10;18;5;2;1;7.2;Reprovado
Aluno_896;14;11;18;2;13;11.6;Aprovado
Aluno_897;5;15;20;0;11;10.2;Aprovado
Aluno_898;2;10;12;17;16;11.4;Aprovado
Aluno_899;16;9;16;11;14;13.2;Aprovado
Aluno_900;4;19;8;8;17;11.2;Aprovado
Aluno_901;11;3;16;8;15;10.6;Aprovado
Aluno_902;17;11;1;17;12;11.6;Aprovado
Aluno_903;13;1;18;17;20;13.8;Aprovado
Aluno_904;20;18;18;6;16;15.6;Aprovado
Aluno_905;10;4;6;3;7;6.0;Reprovado
Aluno_906;8;7;9;12;0;7.2;Reprovado
Aluno_907;1;6;9;16;2;6.8;Reprovado
Aluno_908;11;13;19;1;15;11.8;Aprovado
Aluno_909;2;2;8;13;1;5.2;Reprovado
Aluno_910;2;17;16;2;14;10.2;Aprovado
Aluno_911;0;15;14;4;0;6.6;Reprovado
Aluno_912;7;18;1;13;8;9.4;Reprovado
Aluno_913;7;18;3;2;15;9.0;Reprovado
Aluno_914;10;17;18;6;3;10.8;Aprovado
Aluno_915;8;19;16;17;11;14.2;Aprovado
Aluno_916;4;15;4;12;0;7.0;Reprovado
Aluno_917;13;7;6;9;0;7.0;Reprovado
Aluno_918;2;0;17;12;6;7.4;Reprovado
Aluno_919;20;16;20;15;17;17.6;Aprovado
Aluno_920;4;11;6;8;14;8.6;Reprovado
Aluno_921;4;20;16;1;12;10.6;Aprovado
Aluno_922;18;10;6;4;15;10.6;Aprovado
Aluno_923;13;4;3;16;6;8.4;Reprovado
Aluno_924;3;11;7;3;15;7.8;Reprovado
Aluno_925;12;16;12;16;12;13.6;Aprovado
Aluno_926;9;5;3;8;13;7.6;Reprovado
Aluno_927;17;0;5;19;16;11.4;Aprovado
Aluno_928;7;4;4;1;11;5.4;Reprovado
Aluno_929;7;13;11;17;19;13.4;Aprovado
Aluno_930;6;4;3;20;12;9.0;Reprovado
Aluno_931;7;0;8;10;19;8.8;Reprovado
Aluno_932;13;17;3;12;14;11.8;Aprovado
Aluno_933;18;15;18;7;20;15.6;Aprovado
Aluno_934;5;8;13;0;3;5.8;Reprovado
Aluno_935;0;18;4;16;1;7.8;Reprovado
Aluno_936;14;4;17;11;17;12.6;Aprovado
Aluno_937;0;1;9;3;1;2.8;Reprovado
Aluno_938;16;14;18;20;14;16.4;Aprovado
Aluno_939;0;6;11;12;18;9.4;Reprovado
Aluno_940;14;3;17;8;14;11.2;Aprovado
Aluno_941;1;0;16;6;19;8.4;Reprovado
Aluno_942;13;12;10;4;9;9.6;Aprovado
Aluno_943;20;19;2;4;19;12.8;Aprovado
Aluno_944;7;6;16;16;10;11.0;Aprovado
Aluno_945;7;14;0;8;9;7.6;Reprovado
Aluno_946;18;13;14;5;4;10.8;Aprovado
Aluno_947;6;18;8;18;8;11.6;Aprovado
Aluno_948;18;19;14;15;19;17.0;Aprovado
Aluno_949;5;17;2;20;18;12.4;Aprovado
Aluno_950;5;9;18;1;12;9.0;Reprovado
Aluno_951;2;8;12;9;17;9.6;Aprovado
Aluno_952;6;7;11;15;16;11.0;Aprovado
Aluno_953;18;9;19;4;5;11.0;Aprovado
Aluno_954;7;16;0;14;9;9.2;Reprovado
Aluno_955;9;1;20;12;1;8.6;Reprovado
Aluno_956;19;5;16;12;5;11.4;Aprovado
Aluno_957;14;4;12;12;20;12.4;Aprovado
Aluno_958;14;8;0;14;12;9.6;Aprovado
Aluno_959;0;4;9;13;17;8.6;Reprovado
Aluno_960;19;17;14;7;6;12.6;Aprovado
Aluno_961;6;19;6;10;1;8.4;Reprovado
Aluno_962;3;8;17;17;13;11.6;Aprovado
Aluno_963;5;16;15;3;4;8.6;Reprovado
Aluno_964;0;16;13;9;17;11.0;Aprovado
Aluno_965;4;11;17;0;10;8.4;Reprovado
Aluno_966;0;6;6;4;9;5.0;Reprovado
Aluno_967;3;2;16;12;10;8.6;Reprovado
Aluno_968;1;9;17;0;1;5.6;Reprovado
Aluno_969;9;1;11;7;14;8.4;Reprovado
Aluno_970;4;2;7;2;6;4.2;Reprovado
Aluno_971;9;15;1;2;8;7.0;Reprovado
Aluno_972;0;1;6;6;4;3.4;Reprovado
Aluno_973;5;9;3;3;6;5.2;Reprovado
Aluno_974;12;5;17;2;19;11.0;Aprovado
Aluno_975;14;10;5;14;1;8.8;Reprovado
Aluno_976;3;6;8;7;2;5.2;Reprovado
Aluno_977;12;14;8;2;1;7.4;Reprovado
Aluno_978;19;5;13;6;20;12.6;Aprovado
Aluno_979;14;19;7;17;18;15.0;Aprovado
Aluno_980;7;8;18;10;3;9.2;Reprovado
Aluno_981;4;19;2;10;19;10.8;Aprovado
Aluno_982;14;11;17;16;6;12.8;Aprovado
Aluno_983;3;18;4;5;6;7.2;Reprovado
Aluno_984;11;19;13;7;16;13.2;Aprovado
Aluno_985;12;2;3;0;18;7.0;Reprovado
Aluno_986;1;14;6;9;15;9.0;Reprovado
Aluno_987;18;1;19;18;2;11.6;Aprovado
Aluno_988;18;20;11;2;14;13.0;Aprovado
Aluno_989;3;1;1;3;13;4.2;Reprovado
Aluno_990;3;2;10;10;14;7.8;Reprovado
Aluno_991;10;5;13;14;13;11.0;Aprovado
Aluno_992;4;14;15;0;6;7.8;Reprovado
Aluno_993;19;9;19;8;2;11.4;Aprovado
Aluno_994;10;8;5;10;16;9.8;Aprovado
Aluno_995;9;0;3;18;9;7.8;Reprovado
Aluno_996;7;15;14;12;14;12.4;Aprovado
Aluno_997;5;5;0;15;5;6.0;Reprovado
Aluno_998;5;8;6;3;16;7.6;Reprovado
Aluno_999;7;3;11;0;16;7.4;Reprovado
Aluno_1000;14;1;9;19;13;11.2;Aprovado
Aluno_1001;13;3;4;12;17;9.8;Aprovado
Aluno_1002;10;0;11;0;4;5.0;Reprovado
Aluno_1003;11;18;17;4;7;11.4;Aprovado
Aluno_1004;12;9;9;4;6;8.0;Reprovado
Aluno_1005;7;20;5;13;3;9.6;Aprovado
Aluno_1006;17;14;11;13;17;14.4;Aprovado
Aluno_1007;0;18;6;7;4;7.0;Reprovado
Aluno_1008;14;15;17;3;15;12.8;Aprovado
Aluno_1009;7;20;1;6;13;9.4;Reprovado
Aluno_1010;10;3;9;19;18;11.8;Aprovado
Aluno_1011;11;1;14;18;13;11.4;Aprovado
Aluno_1012;11;12;11;14;8;11.2;Aprovado
Aluno_1013;3;0;16;3;5;5.4;Reprovado
Aluno_1014;15;16;3;18;16;13.6;Aprovado
Aluno_1015;3;12;6;8;18;9.4;Reprovado
Aluno_1016;4;3;8;20;11;9.2;Reprovado
Aluno_1017;4;6;18;12;3;8.6;Reprovado
Aluno_1018;7;16;6;13;15;11.4;Aprovado
Aluno_1019;9;8;1;13;10;8.2;Reprovado
Aluno_1020;16;3;5;9;3;7.2;Reprovado
Aluno_1021;8;18;17;15;16;14.8;Aprovado
Aluno_1022;18;0;5;4;7;6.8;Reprovado
Aluno_1023;13;9;12;5;13;10.4;Aprovado
Aluno_1024;7;3;18;1;1;6.0;Reprovado
Aluno_1025;8;8;1;12;10;7.8;Reprovado
Aluno_1026;10;12;11;12;10;11.0;Aprovado
Aluno_1027;0;13;14;18;5;10.0;Aprovado
Aluno_1028;13;9;13;17;20;14.4;Aprovado
Aluno_1029;4;5;5;18;20;10.4;Aprovado
